data_retrieved_date,analysis_date,quote_symbol,quote_name,quote_price,quote_changesPercentage,quote_change,quote_dayLow,quote_dayHigh,quote_yearHigh,quote_yearLow,quote_marketCap,quote_priceAvg50,quote_priceAvg200,quote_exchange,quote_volume,quote_avgVolume,quote_open,quote_previousClose,quote_eps,quote_pe,quote_earningsAnnouncement,quote_sharesOutstanding,quote_timestamp,ratios_symbol,ratios_name,ratios_price,ratios_changesPercentage,ratios_change,ratios_dayLow,ratios_dayHigh,ratios_yearHigh,ratios_yearLow,ratios_marketCap,ratios_priceAvg50,ratios_priceAvg200,ratios_exchange,ratios_volume,ratios_avgVolume,ratios_open,ratios_previousClose,ratios_eps,ratios_pe,ratios_earningsAnnouncement,ratios_sharesOutstanding,ratios_timestamp,metrics_symbol,metrics_name,metrics_price,metrics_changesPercentage,metrics_change,metrics_dayLow,metrics_dayHigh,metrics_yearHigh,metrics_yearLow,metrics_marketCap,metrics_priceAvg50,metrics_priceAvg200,metrics_exchange,metrics_volume,metrics_avgVolume,metrics_open,metrics_previousClose,metrics_eps,metrics_pe,metrics_earningsAnnouncement,metrics_sharesOutstanding,metrics_timestamp,profile_symbol,profile_name,profile_price,profile_changesPercentage,profile_change,profile_dayLow,profile_dayHigh,profile_yearHigh,profile_yearLow,profile_marketCap,profile_priceAvg50,profile_priceAvg200,profile_exchange,profile_volume,profile_avgVolume,profile_open,profile_previousClose,profile_eps,profile_pe,profile_earningsAnnouncement,profile_sharesOutstanding,profile_timestamp,data_description
2025-04-21,2025-04-21,MSFT,Microsoft Corporation,357.94,-2.67551,-9.84,357.75,364.48,468.35,344.79,2660919660256,390.8142,417.5353,NASDAQ,8933205,25416696,373.44,367.78,12.39,28.89,2025-04-30T20:00:00.000+0000,7433982400,1745257615,MSFT,Microsoft Corporation,357.87,-2.69455,-9.91,357.75,364.48,468.35,344.79,2660399281488,390.8142,417.5353,NASDAQ,8933661,25416696,373.44,367.78,12.39,28.88,2025-04-30T20:00:00.000+0000,7433982400,1745257619,MSFT,Microsoft Corporation,357.82,-2.70814,-9.96,357.75,364.48,468.35,344.79,2660027582368,390.8142,417.5353,NASDAQ,8936255,25416696,373.44,367.78,12.39,28.88,2025-04-30T20:00:00.000+0000,7433982400,1745257621,MSFT,Microsoft Corporation,357.82,-2.70814,-9.96,357.75,364.48,468.35,344.79,2660027582368,390.8142,417.5353,NASDAQ,8936255,25416696,373.44,367.78,12.39,28.88,2025-04-30T20:00:00.000+0000,7433982400,1745257621,"This is current financial data for the stock as of 2025-04-21. It includes quote information, financial ratios, key metrics, and company profile data. All monetary values are in USD unless otherwise specified."
